20250701 120800;22822.75;22822.75;22812;22812.75;229
20250701 120900;22812;22813.5;22807.25;22807.5;207
20250701 121000;22807;22809.5;22806.25;22808;143
20250701 121100;22807.25;22808;22797;22801.5;668
20250701 121200;22802;22808.75;22802;22808.25;190
20250701 121300;22807.25;22810;22796.75;22799;281
20250701 121400;22799.25;22801.75;22797.25;22798.25;152
20250701 121500;22798.25;22800;22797.5;22798.5;92
20250701 121600;22798.25;22799.5;22796.75;22796.75;70
20250701 121700;22796.75;22797.75;22793;22797.75;320
20250701 121800;22797.75;22799.25;22793.75;22795;140
20250701 121900;22795.25;22799.5;22791.5;22796.25;229
20250701 122000;22796.25;22796.75;22792.75;22793.5;100
20250701 122100;22793.5;22793.75;22790.5;22791.25;214
20250701 122200;22791;22791.25;22784.5;22786.75;421
20250701 122300;22787;22789;22782.5;22783.75;299
20250701 122400;22783.5;22786.5;22781.5;22782;177
20250701 122500;22782.25;22783;22760.75;22776.5;822
20250701 122600;22775.75;22775.75;22760;22765.5;630
20250701 122700;22765.5;22765.5;22755.75;22758.75;456
20250701 122800;22758.25;22766.25;22758.25;22765.25;383
20250701 122900;22764.75;22767.75;22761;22765;232
20250701 123000;22764.5;22775.75;22761;22775;271
20250701 123100;22775;22790;22774;22789.25;643
20250701 123200;22790.25;22796;22790;22794.25;408
20250701 123300;22794.25;22797.5;22784.75;22790;328
20250701 123400;22789.5;22795;22789;22792.5;201
20250701 123500;22792;22796.75;22789.5;22795.5;177
20250701 123600;22795;22798;22793;22794.75;244
20250701 123700;22794.25;22798.5;22790.75;22793.75;152
20250701 123800;22793;22793;22778;22779.75;328
20250701 123900;22779.75;22784;22778.25;22782;216
20250701 124000;22782.5;22782.75;22773.25;22774.5;340
